w,rd,gra,sil,silNP
-0.775,0.03039362359865632,0.05058729901641607,0.061813694796770804,0.22071670452104636
-0.77,0.03032118033700517,0.05581749557751578,0.06845206777008528,0.24953013810978786
-0.765,0.03035247680620405,0.061612276063494294,0.07585343671818118,0.2824608982268754
-0.76,0.0304888819759985,0.06804571627710791,0.08412416261224283,0.3200525950296749
-0.755,0.0307325161155464,0.07520357993061046,0.0933880517976975,0.3628461483951792
-0.75,0.031086281837137388,0.08318536621608719,0.1037894203824359,0.4113225978111642
-0.745,0.03155390609824171,0.09210672423439765,0.1154966512062626,0.46581058365185535
-0.74,0.03213999410160914,0.10210228662347173,0.12870626727712176,0.5263481571371715
-0.735,0.032850096309060564,0.11332897074651321,0.14364750143988117,0.5924939745824278
-0.73,0.03369079009889558,0.1259697816075234,0.16058725910558752,0.6630984420180699
-0.725,0.034669777959925485,0.14023811847843395,0.17983522442092803,0.736075610863414
-0.72,0.03579600453939692,0.15638252446754666,0.20174861249505407,0.8082602031755741
-0.715,0.03707979536226145,0.17469170497845526,0.22673566540590062,0.8754737918497607
-0.71,0.038533020633112716,0.195499446284392,0.2552563496758259,0.9329203567743929
-0.705,0.040169288241037424,0.2191887428229577,0.2878177384759956,0.9759385945957147
-0.7,0.042004170937410795,0.24619392456234773,0.32496014896686165,1.0009562757340633
-0.695,0.044055473678401166,0.27699877467468537,0.36722819904177895,1.006316095737686
-0.69,0.04634354835494628,0.31212743843531127,0.4151186736496346,0.992625352038134
-0.685,0.048891664617718836,0.3521232598518018,0.4689950206547164,0.9624856656644291
-0.68,0.051726447295590706,0.39750856163435777,0.5289578979306545,0.9197559901364268
-0.675,0.05487839306422581,0.4487161244155732,0.5946653930822419,0.8686804295437504
-0.67,0.05838248161559915,0.5059816976516114,0.6651099344266522,0.8131795469919455
-0.665,0.06227889968434388,0.5691884496324461,0.738386409780764,0.7564420591639021
-0.66,0.066613899978791,0.6376626594962743,0.8115278422635458,0.7007990983197049
-0.655,0.0714408214101791,0.7099402493370939,0.8805272965754337,0.6477867375475317
-0.65,0.07682130205142539,0.7835592954344238,0.9406715994051646,0.5982974330324385
-0.645,0.08282672196365806,0.8549786364562239,0.9872368375524131,0.5527500239134374
-0.64,0.08953991926015024,0.9197520868891427,1.016425184214982,0.5112408789435038
-0.635,0.09705722916874995,0.9730564421623605,1.026235820175893,0.4736626353434326
-0.63,0.10549090165431045,1.0105428673916965,1.0169103717701493,0.43979024266783023
-0.625,0.11497195696152575,1.0292860143502347,0.990763561343691,0.4093396504148498
-0.62,0.1256535377226719,1.028469970421226,0.9515054656876428,0.3820057934381764
-0.615,0.13771480671784775,1.0095142148825174,0.9033708244696099,0.35748588892273
-0.61,0.1513654137199133,0.975603028016269,0.8503713037711716,0.33549278932167237
-0.605,0.16685050119073885,0.9308581403139903,0.7958368268124284,0.3157618589424355
-0.6,0.18445611778373636,0.8794976163537014,0.7422492419555189,0.2980537863473878
-0.595,0.2045147306434734,0.8252291742840411,0.6912811987357582,0.2821549517483577
-0.59,0.22741022675715766,0.770952735344291,0.6439386170392383,0.2678764056144143
-0.585,0.25358130373052823,0.7187166110147596,0.6007309315471244,0.2550521297310172
-0.58,0.28352138122911164,0.6698243346136625,0.5618268288639587,0.24353699571815732
-0.575,0.31777200812781015,0.6250008999838776,0.5271788089867449,0.23320466913915844
-0.57,0.356905102006129,0.5845603395206599,0.4966147361021427,0.22394560076625197
-0.565,0.40148723962409233,0.5485471370241076,0.4699011727908404,0.21566517990033507
-0.56,0.452016909924239,0.5168439092584838,0.44678512471423554,0.20828208395528444
